id_mutation,date_mutation,annee,adresse,voie,commune,nb_pieces,surface_m2,prix_eur,eur_m2,distance_m,latitude,longitude
2022-1661821,2022-11-30,2022,79 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,46.0,790000,17174,221,48.881676,2.346845
2022-1662743,2022-12-01,2022,92 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,14.0,157000,11214,74,48.882927,2.347633
2022-1663131,2022-12-01,2022,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,2,56.0,428190,7646,278,48.885472,2.350465
2022-1661743,2022-12-06,2022,8 AV TRUDAINE,AV TRUDAINE,75109,2,32.0,484800,15150,262,48.88195,2.345519
2022-1661912,2022-12-07,2022,5 RUE GERANDO,RUE GERANDO,75109,3,55.0,680000,12364,264,48.882242,2.345193
2022-1662585,2022-12-08,2022,93 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,18.0,179200,9956,270,48.88248,2.344931
2022-1662988,2022-12-08,2022,19 RUE DE SOFIA,RUE DE SOFIA,75118,1,12.0,94000,7833,154,48.884721,2.347756
2022-1662326,2022-12-14,2022,13 RUE GERANDO,RUE GERANDO,75109,2,26.0,318000,12231,198,48.882735,2.345837
2022-1662364,2022-12-14,2022,16 RUE DU DELTA,RUE DU DELTA,75109,3,38.0,450163,11846,94,48.882583,2.347984
2022-1662734,2022-12-14,2022,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,19.0,195000,10263,240,48.884938,2.346068
2022-1663259,2022-12-16,2022,42 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,4,70.0,892000,12743,227,48.881457,2.34937
2022-1663001,2022-12-19,2022,15 RUE DU DELTA,RUE DU DELTA,75109,2,49.0,470000,9592,138,48.882262,2.347576
2022-1662898,2022-12-19,2022,60 BD ROCHECHOUART,BD ROCHECHOUART,75118,1,10.0,100000,10000,259,48.883353,2.344824
2022-1663792,2022-12-20,2022,72 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,9.0,143500,15944,221,48.881676,2.346845
2022-1663021,2022-12-21,2022,38 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,29.0,320500,11052,252,48.881284,2.349615
2022-1663868,2022-12-21,2022,14 BD BARBES,BD BARBES,75118,3,72.0,711250,9878,195,48.884685,2.350155
2022-1663575,2022-12-28,2022,66 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,19.0,245000,12895,260,48.881252,2.346927
2022-1663151,2022-12-28,2022,13 RUE DE SOFIA,RUE DE SOFIA,75118,2,30.0,265000,8833,123,48.88449,2.348168
2022-1664065,2022-12-29,2022,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,2,46.0,350350,7616,196,48.885128,2.34881
2023-1322182,2023-01-06,2023,4 SQ PETRELLE,SQ PETRELLE,75109,4,95.0,1045000,11000,297,48.880788,2.34924
2023-1322586,2023-01-06,2023,17 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,3,67.0,733176,10943,67,48.883125,2.347535
2023-1322600,2023-01-09,2023,60 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,10.0,135000,13500,162,48.882099,2.347346
2023-1322365,2023-01-10,2023,28 RUE PETRELLE,RUE PETRELLE,75109,2,37.0,380000,10270,288,48.880974,2.346963
2023-1322174,2023-01-16,2023,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,25.0,287600,11504,216,48.881589,2.347274
2023-1323088,2023-01-16,2023,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,4,75.0,780050,10401,167,48.881911,2.347982
2023-1322853,2023-01-16,2023,6 RUE SEVESTE,RUE SEVESTE,75118,1,15.0,160000,10667,232,48.883626,2.345206
2023-1322612,2023-01-17,2023,84 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,4,67.0,720000,10746,126,48.882582,2.347144
2023-1322267,2023-01-18,2023,6 RUE CHRISTIANI,RUE CHRISTIANI,75118,3,49.0,528000,10776,287,48.885933,2.349001
2023-1322461,2023-01-19,2023,46 BD ROCHECHOUART,BD ROCHECHOUART,75118,3,45.0,504000,11200,172,48.883639,2.346038
2023-1322843,2023-01-25,2023,9 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,2,33.0,352760,10690,16,48.883248,2.348404
2023-1323372,2023-01-26,2023,5 SQ PETRELLE,SQ PETRELLE,75109,2,50.0,435000,8700,270,48.88099,2.348948
2023-1322998,2023-01-27,2023,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,20.0,176000,8800,167,48.881911,2.347982
2023-1324197,2023-01-30,2023,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,56.0,477000,8518,278,48.885472,2.350465
2023-1322962,2023-01-31,2023,12 RUE GERANDO,RUE GERANDO,75109,5,83.0,989050,11916,185,48.882483,2.346247
2023-1322954,2023-02-02,2023,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,15.0,157500,10500,39,48.883058,2.348545
2023-1324145,2023-02-03,2023,20 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,4,82.0,790700,9643,214,48.885276,2.34776
2023-1323678,2023-02-14,2023,6 AV TRUDAINE,AV TRUDAINE,75109,3,56.0,714000,12750,248,48.88202,2.345679
2023-1323782,2023-02-15,2023,1 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,3,52.0,486000,9346,263,48.885622,2.34716
2023-1324300,2023-02-15,2023,4 RUE D ORSEL,RUE D ORSEL,75118,2,30.0,230000,7667,161,48.8842,2.346534
2023-1324174,2023-02-16,2023,9 RUE DE SOFIA,RUE DE SOFIA,75118,1,40.0,200000,5000,135,48.884598,2.348553
2023-1324140,2023-02-17,2023,120 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,2,32.0,214000,6688,179,48.884286,2.350401
2023-1324722,2023-02-23,2023,10 AV TRUDAINE,AV TRUDAINE,75109,3,65.0,670000,10308,273,48.88192,2.345372
2023-1325779,2023-02-23,2023,10 PL D ANVERS,PL D ANVERS,75109,2,31.0,333850,10769,275,48.882453,2.344879
2023-1325388,2023-03-06,2023,10 BD BARBES,BD BARBES,75118,5,140.0,1070000,7643,161,48.884326,2.35004
2023-1325580,2023-03-07,2023,191 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,10.0,77000,7700,60,48.883109,2.349064
2023-1324874,2023-03-08,2023,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,32.0,215000,6719,278,48.885472,2.350465
2023-1325594,2023-03-10,2023,10 PL D ANVERS,PL D ANVERS,75109,2,22.0,255290,11604,275,48.882453,2.344879
2023-1325474,2023-03-10,2023,10 BD BARBES,BD BARBES,75118,4,90.0,729250,8103,161,48.884326,2.35004
2023-1326688,2023-03-16,2023,167 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,17.0,144000,8471,240,48.881375,2.349546
2023-1325526,2023-03-16,2023,15 RUE DE SOFIA,RUE DE SOFIA,75118,1,30.0,259450,8648,110,48.884306,2.347791
2023-1326586,2023-03-17,2023,6 RUE SEVESTE,RUE SEVESTE,75118,3,63.0,685000,10873,232,48.883626,2.345206
2023-1326261,2023-03-20,2023,55 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,10.0,101000,10100,264,48.881079,2.349205
2023-1327169,2023-03-22,2023,9 BD BARBES,BD BARBES,75118,4,50.0,520000,10400,185,48.884958,2.349209
2023-1327438,2023-03-27,2023,42 RUE DE LA CHARBONNIERE,RUE DE LA CHARBONNIERE,75118,3,76.0,432000,5684,258,48.884203,2.351668
2023-1326321,2023-03-28,2023,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,50.0,483000,9660,167,48.881911,2.347982
2023-1326248,2023-03-31,2023,6 RUE DES ISLETTES,RUE DES ISLETTES,75118,4,58.0,480600,8286,227,48.884381,2.351074
2023-1327594,2023-04-03,2023,52 BD ROCHECHOUART,BD ROCHECHOUART,75118,4,97.0,1113750,11482,192,48.883531,2.345736
2023-1328739,2023-04-07,2023,5 RUE GERANDO,RUE GERANDO,75109,3,56.0,560000,10000,264,48.882242,2.345193
2023-1327871,2023-04-13,2023,3 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,2,40.0,384000,9600,269,48.885594,2.346837
2023-1327854,2023-04-20,2023,27 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,2,48.0,699000,14562,189,48.882899,2.345892
2023-1327972,2023-04-27,2023,7 AV TRUDAINE,AV TRUDAINE,75109,1,15.0,175000,11667,279,48.881515,2.345819
2023-1328038,2023-05-02,2023,14 RUE GERANDO,RUE GERANDO,75109,2,25.0,225000,9000,175,48.882584,2.346299
2023-1328175,2023-05-05,2023,6 RUE DU DELTA,RUE DU DELTA,75109,1,30.0,313000,10433,91,48.882692,2.349015
2023-1328745,2023-05-05,2023,66 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,25.0,300000,12000,260,48.881252,2.346927
2023-1329363,2023-05-05,2023,10 RUE GERANDO,RUE GERANDO,75109,1,14.0,80000,5714,195,48.882456,2.346111
2023-1328355,2023-05-11,2023,82 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,2,44.0,510970,11613,156,48.882308,2.347001
2023-1329059,2023-05-11,2023,11 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,2,32.0,360000,11250,31,48.883234,2.348008
2023-1329323,2023-05-11,2023,58 BD ROCHECHOUART,BD ROCHECHOUART,75118,1,14.0,149155,10654,252,48.883361,2.344915
2023-1328559,2023-05-12,2023,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,36.0,405000,11250,216,48.881589,2.347274
2023-1330001,2023-05-15,2023,2 RUE BRIQUET,RUE BRIQUET,75118,2,29.0,288700,9955,299,48.883502,2.344279
2023-1328792,2023-05-16,2023,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,14.0,156000,11143,240,48.884938,2.346068
2023-1329041,2023-05-22,2023,10 RUE GERANDO,RUE GERANDO,75109,1,14.0,149330,10666,195,48.882456,2.346111
2023-1329724,2023-05-22,2023,20 RUE DU DELTA,RUE DU DELTA,75109,2,39.0,368000,9436,107,48.882561,2.347608
2023-1330075,2023-05-22,2023,42 BD ROCHECHOUART,BD ROCHECHOUART,75118,2,39.0,377500,9679,155,48.883636,2.346275
2023-1329810,2023-05-23,2023,83 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,2,30.0,288000,9600,178,48.88243,2.346408
2023-1329826,2023-05-30,2023,13 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,3,59.0,638000,10814,44,48.883113,2.347936
2023-1329512,2023-05-30,2023,6 IMP DU CADRAN,IMP DU CADRAN,75118,1,18.0,165000,9167,191,48.883713,2.345794
2023-1329742,2023-05-31,2023,10 PL D ANVERS,PL D ANVERS,75109,2,32.0,465000,14531,275,48.882453,2.344879
2023-1330301,2023-05-31,2023,177 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,6,160.0,1420000,8875,165,48.882037,2.349268
2023-1329586,2023-06-01,2023,9 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,4,78.0,830000,10641,16,48.883248,2.348404
2023-1331001,2023-06-09,2023,2 RUE BRIQUET,RUE BRIQUET,75118,2,23.0,275000,11957,299,48.883502,2.344279
2023-1331354,2023-06-12,2023,10 RUE GERANDO,RUE GERANDO,75109,1,14.0,186000,13286,195,48.882456,2.346111
2023-1330478,2023-06-15,2023,12 RUE D ORSEL,RUE D ORSEL,75118,3,94.0,948000,10085,251,48.884166,2.345136
2023-1330792,2023-06-16,2023,42 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,56.0,745303,13309,227,48.881457,2.34937
2023-1331830,2023-06-21,2023,20 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,2,49.0,364200,7433,214,48.885276,2.34776
2023-1330864,2023-06-23,2023,19 RUE DU DELTA,RUE DU DELTA,75109,1,17.0,170000,10000,146,48.882293,2.347257
2023-1331276,2023-06-29,2023,60 BD ROCHECHOUART,BD ROCHECHOUART,75118,2,26.0,319000,12269,259,48.883353,2.344824
2023-1331821,2023-06-30,2023,11 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,2,36.0,340000,9444,31,48.883234,2.348008
2023-1332369,2023-06-30,2023,27 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,3,58.0,458000,7897,262,48.88553,2.346845
2023-1332504,2023-07-06,2023,52 BD ROCHECHOUART,BD ROCHECHOUART,75118,2,32.0,370000,11562,192,48.883531,2.345736
2023-1332588,2023-07-10,2023,183 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,5,89.0,1100000,12360,123,48.882554,2.349457
2023-1333576,2023-07-10,2023,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,49.0,420000,8571,167,48.881911,2.347982
2023-1332583,2023-07-10,2023,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,54.0,365000,6759,278,48.885472,2.350465
2023-1331798,2023-07-12,2023,82 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,24.0,310050,12919,156,48.882308,2.347001
2023-1332628,2023-07-17,2023,120 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,4,85.0,735250,8650,179,48.884286,2.350401
2023-1333028,2023-07-18,2023,11 RUE DU DELTA,RUE DU DELTA,75109,4,78.0,855850,10972,138,48.882166,2.348034
2023-1333509,2023-07-18,2023,6 RUE SEVESTE,RUE SEVESTE,75118,2,30.0,276000,9200,232,48.883626,2.345206
2023-1333136,2023-07-20,2023,6 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,3,65.0,690000,10615,110,48.884306,2.347791
2023-1333249,2023-07-20,2023,2 RUE DES POISSONNIERS,RUE DES POISSONNIERS,75118,3,43.0,520000,12093,279,48.88559,2.350185
2023-1333295,2023-07-21,2023,56 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,54.0,600000,11111,166,48.881947,2.347787
2023-1333441,2023-07-21,2023,15 RUE DE SOFIA,RUE DE SOFIA,75118,2,56.0,525000,9375,110,48.884306,2.347791
2023-1332921,2023-07-24,2023,54 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,54.0,430000,7963,167,48.881911,2.347982
2023-1333113,2023-07-25,2023,18 RUE GERANDO,RUE GERANDO,75109,2,55.0,690000,12545,153,48.882767,2.346491
2023-1333258,2023-07-25,2023,4 PL D ANVERS,PL D ANVERS,75109,3,48.0,472560,9845,280,48.882152,2.345032
2023-1333598,2023-07-27,2023,57 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,41.0,472000,11512,257,48.881117,2.348974
2023-1333989,2023-07-27,2023,79 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,3,52.0,600000,11538,193,48.882225,2.346412
2023-1333266,2023-07-28,2023,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,25.0,299000,11960,216,48.881589,2.347274
2023-1334198,2023-07-28,2023,10 RUE GERANDO,RUE GERANDO,75109,1,14.0,115000,8214,195,48.882456,2.346111
2023-1334163,2023-07-31,2023,10 BD BARBES,BD BARBES,75118,1,12.0,51760,4313,161,48.884326,2.35004
2023-1334316,2023-08-11,2023,28 RUE PETRELLE,RUE PETRELLE,75109,2,33.0,463600,14048,288,48.880974,2.346963
2023-1334675,2023-08-25,2023,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,17.0,156000,9176,240,48.884938,2.346068
2023-1334526,2023-08-28,2023,10 RUE GERANDO,RUE GERANDO,75109,1,14.0,160000,11429,195,48.882456,2.346111
2023-1334848,2023-08-28,2023,10 BD BARBES,BD BARBES,75118,3,79.0,720000,9114,161,48.884326,2.35004
2023-1334441,2023-08-30,2023,10 BD BARBES,BD BARBES,75118,1,9.0,65000,7222,161,48.884326,2.35004
2023-1334478,2023-08-31,2023,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,13.0,198000,15231,216,48.881589,2.347274
2023-1334617,2023-08-31,2023,13 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,1,15.0,150000,10000,44,48.883113,2.347936
2023-1335714,2023-09-07,2023,78 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,2,34.0,400000,11765,175,48.882142,2.346914
2023-1334977,2023-09-12,2023,8 RUE DU DELTA,RUE DU DELTA,75109,3,62.0,872170,14067,75,48.882719,2.348439
2023-1335553,2023-09-12,2023,91 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,56.0,635000,11339,264,48.882397,2.345079
2023-1336093,2023-09-21,2023,10 RUE GERANDO,RUE GERANDO,75109,1,14.0,175000,12500,195,48.882456,2.346111
2023-1336395,2023-09-21,2023,20 RUE DU DELTA,RUE DU DELTA,75109,1,20.0,245000,12250,107,48.882561,2.347608
2023-1335691,2023-09-21,2023,42 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,72.0,557000,7736,294,48.885227,2.351259
2023-1335582,2023-09-22,2023,1 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,2,40.0,456500,11412,263,48.885622,2.34716
2023-1336621,2023-09-22,2023,102 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,2,36.0,292620,8128,251,48.884307,2.351498
2023-1336030,2023-09-25,2023,6 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,4,102.0,1448000,14196,110,48.884306,2.347791
2023-1336441,2023-09-27,2023,19 BD BARBES,BD BARBES,75118,1,12.0,118700,9892,278,48.885823,2.349258
2023-1336791,2023-09-28,2023,155 BD DE MAGENTA,BD DE MAGENTA,75109,4,80.0,690000,8625,55,48.883314,2.349106
2023-1337203,2023-09-28,2023,6 RUE DU DELTA,RUE DU DELTA,75109,1,28.0,325700,11632,91,48.882692,2.349015
2023-1335905,2023-09-28,2023,8 RUE BELHOMME,RUE BELHOMME,75118,2,37.0,311000,8405,98,48.884228,2.348763
2023-1335912,2023-09-29,2023,169 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,30.0,421500,14050,227,48.881494,2.349523
2023-1336746,2023-10-11,2023,20 BD BARBES,BD BARBES,75118,5,100.0,940000,9400,213,48.885002,2.349928
2023-1338086,2023-10-16,2023,15 RUE GERANDO,RUE GERANDO,75109,2,27.0,352448,13054,186,48.882789,2.345992
2023-1336842,2023-10-16,2023,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,27.0,208000,7704,240,48.884938,2.346068
2023-1337225,2023-10-19,2023,44 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,5,147.0,1487550,10119,220,48.881486,2.349189
2023-1337875,2023-10-19,2023,13 RUE DU DELTA,RUE DU DELTA,75109,4,88.0,1092600,12416,137,48.882214,2.347817
2023-1337513,2023-10-27,2023,33 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,3,45.0,380000,8444,294,48.885883,2.346998
2023-1337994,2023-10-27,2023,4 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,2,63.0,1154500,18325,212,48.884878,2.346544
2023-1337726,2023-10-30,2023,6 RUE DU DELTA,RUE DU DELTA,75109,1,29.0,265000,9138,91,48.882692,2.349015
2023-1338026,2023-11-09,2023,52 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,4,85.0,1032240,12144,176,48.881805,2.348358
2023-1338365,2023-11-09,2023,12 BD BARBES,BD BARBES,75118,3,62.0,536500,8653,187,48.884567,2.350197
2023-1338536,2023-11-10,2023,14 RUE DU DELTA,RUE DU DELTA,75109,2,40.0,396000,9900,91,48.882591,2.348096
2023-1338646,2023-11-20,2023,2 RUE D ORSEL,RUE D ORSEL,75118,2,37.0,352750,9534,161,48.8842,2.346534
2023-1339267,2023-11-21,2023,193 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,40.0,305000,7625,59,48.883225,2.349125
2023-1338946,2023-11-24,2023,66 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,25.0,270000,10800,260,48.881252,2.346927
2023-1339109,2023-11-27,2023,60 BD ROCHECHOUART,BD ROCHECHOUART,75118,1,9.0,87000,9667,259,48.883353,2.344824
2023-1339449,2023-11-29,2023,193 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,48.0,290000,6042,59,48.883225,2.349125
2023-1339068,2023-11-29,2023,48 BD ROCHECHOUART,BD ROCHECHOUART,75118,2,41.0,453300,11056,176,48.883591,2.345972
2023-1340007,2023-12-08,2023,193 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,14.0,128000,9143,59,48.883225,2.349125
2023-1339596,2023-12-08,2023,5 RUE CHRISTIANI,RUE CHRISTIANI,75118,3,69.0,720750,10446,196,48.885128,2.34881
2023-1339776,2023-12-11,2023,10 BD BARBES,BD BARBES,75118,1,10.0,50000,5000,161,48.884326,2.35004
2023-1339577,2023-12-14,2023,81 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,2,40.0,449350,11234,186,48.882329,2.346401
2023-1340026,2023-12-15,2023,2 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,4,95.0,1030000,10842,215,48.88435,2.345814
2023-1340337,2023-12-21,2023,17 RUE DU DELTA,RUE DU DELTA,75109,3,43.0,432000,10047,145,48.882238,2.347434
2023-1340221,2023-12-22,2023,10 RUE DU DELTA,RUE DU DELTA,75109,4,84.0,1115000,13274,75,48.882719,2.348439
2023-1340944,2023-12-22,2023,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,21.0,215000,10238,216,48.881589,2.347274
2023-1340928,2023-12-29,2023,34 RUE PETRELLE,RUE PETRELLE,75109,3,100.0,870000,8700,292,48.880996,2.34673
2024-1193533,2024-01-03,2024,13 RUE DE SOFIA,RUE DE SOFIA,75118,3,40.0,410570,10264,123,48.88449,2.348168
2024-1193414,2024-01-09,2024,6 RUE DU DELTA,RUE DU DELTA,75109,1,27.0,252000,9333,91,48.882692,2.349015
2024-1193431,2024-01-10,2024,10 PL D ANVERS,PL D ANVERS,75109,2,26.0,365000,14038,275,48.882453,2.344879
2024-1193925,2024-01-11,2024,15 RUE DE SOFIA,RUE DE SOFIA,75118,1,34.0,325000,9559,110,48.884306,2.347791
2024-1193343,2024-01-12,2024,2 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,1,17.0,158600,9329,284,48.885824,2.347161
2024-1193409,2024-01-12,2024,15 RUE D ORSEL,RUE D ORSEL,75118,2,40.0,316000,7900,212,48.883933,2.345578
2024-1193503,2024-01-16,2024,83 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,13.0,110000,8462,232,48.88211,2.345862
2024-1193691,2024-01-16,2024,28 RUE PETRELLE,RUE PETRELLE,75109,2,28.0,270000,9643,288,48.880974,2.346963
2024-1193606,2024-01-17,2024,87 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,1,9.0,97000,10778,165,48.882579,2.346475
2024-1194254,2024-01-22,2024,25 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,4,85.0,643000,7565,176,48.882939,2.346053
2024-1194880,2024-01-25,2024,11 RUE DU DELTA,RUE DU DELTA,75109,2,47.0,433700,9228,138,48.882166,2.348034
2024-1194817,2024-01-30,2024,4 PL D ANVERS,PL D ANVERS,75109,2,25.0,550000,22000,280,48.882152,2.345032
2024-1194522,2024-01-31,2024,7 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,3,57.0,573400,10060,19,48.883255,2.348514
2024-1194815,2024-01-31,2024,89 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,58.0,588000,10138,261,48.882326,2.345176
2024-1194267,2024-02-01,2024,18 BD BARBES,BD BARBES,75118,2,36.0,261000,7250,209,48.884894,2.35007
2024-1194639,2024-02-06,2024,48 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,6,131.0,1415000,10802,193,48.881659,2.348594
2024-1194741,2024-02-06,2024,63 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,12.0,117800,9817,243,48.881208,2.348468
2024-1194516,2024-02-08,2024,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,1,44.0,414000,9409,196,48.885128,2.34881
2024-1195701,2024-02-12,2024,167 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,3,54.0,490350,9081,240,48.881375,2.349546
2024-1194953,2024-02-13,2024,3 RUE BOISSIEU,RUE BOISSIEU,75118,3,42.0,320000,7619,101,48.884225,2.348915
2024-1195110,2024-02-15,2024,28 BD ROCHECHOUART,BD ROCHECHOUART,75118,3,65.0,660000,10154,68,48.883854,2.347762
2024-1195868,2024-02-23,2024,193 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,39.0,331094,8490,59,48.883225,2.349125
2024-1196433,2024-02-27,2024,3 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,1,15.0,131000,8733,54,48.883415,2.3491
2024-1195619,2024-03-01,2024,34 RUE PETRELLE,RUE PETRELLE,75109,5,117.0,1230000,10513,292,48.880996,2.34673
2024-1196678,2024-03-01,2024,20 RUE DU DELTA,RUE DU DELTA,75109,1,20.0,180000,9000,107,48.882561,2.347608
2024-1195923,2024-03-04,2024,1 RUE DU DELTA,RUE DU DELTA,75109,1,55.0,660000,12000,149,48.882289,2.34951
2024-1196093,2024-03-06,2024,4 RUE DU DELTA,RUE DU DELTA,75109,4,79.0,692000,8759,107,48.882592,2.349164
2024-1195764,2024-03-07,2024,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,47.0,337500,7181,39,48.883058,2.348545
2024-1196035,2024-03-08,2024,5 RUE DE SOFIA,RUE DE SOFIA,75118,1,15.0,96000,6400,128,48.884466,2.348984
2024-1196094,2024-03-08,2024,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,1,26.0,232450,8940,196,48.885128,2.34881
2024-1196189,2024-03-12,2024,76 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,19.0,180000,9474,225,48.882528,2.345573
2024-1196308,2024-03-14,2024,52 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,87.0,911200,10474,176,48.881805,2.348358
2024-1197300,2024-03-15,2024,3 BD DE ROCHECHOUART,BD DE ROCHECHOUART,75109,1,15.0,142000,9467,54,48.883415,2.3491
2024-1197629,2024-03-25,2024,2 RUE DES POISSONNIERS,RUE DES POISSONNIERS,75118,5,55.0,500000,9091,279,48.88559,2.350185
2024-1196870,2024-03-26,2024,7 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,2,40.0,532588,13315,266,48.884196,2.344928
2024-1197004,2024-03-28,2024,4 RUE D ORSEL,RUE D ORSEL,75118,2,26.0,260000,10000,161,48.8842,2.346534
2024-1196933,2024-04-02,2024,6 RUE SEVESTE,RUE SEVESTE,75118,2,30.0,320000,10667,232,48.883626,2.345206
2024-1197628,2024-04-05,2024,12 RUE DU DELTA,RUE DU DELTA,75109,2,30.0,245000,8167,79,48.88269,2.348222
2024-1197114,2024-04-05,2024,110 BD DE LA CHAPELLE,BD DE LA CHAPELLE,75118,2,43.0,304200,7074,218,48.88422,2.351059
2024-1198197,2024-04-10,2024,87 RUE DE ROCHECHOUART,RUE DE ROCHECHOUART,75109,2,24.0,257050,10710,165,48.882579,2.346475
2024-1197588,2024-04-11,2024,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,20.0,225000,11250,240,48.884938,2.346068
